id,Umur,Kelas Pekerjaan 2,Berat Akhir,Pendidikan,Jmlh Tahun Pendidikan,Status Perkawinan,Pekerjaan,Jenis Kelamin,Keuntungan Kapital,Kerugian Capital,Jam per Minggu,Gaji
21860,38,4,414991,3,9,2,9,2,0,0,70,0
21861,49,9,136358,6,14,3,6,1,0,0,20,0
21862,41,7,180272,6,14,1,13,1,0,0,35,0
21863,48,6,242923,3,9,2,10,1,0,25872000,40,1
21864,22,9,279041,5,10,1,3,2,0,0,10,0
21865,53,6,175897,3,9,2,8,2,0,0,40,0
21866,62,9,177791,3,6,3,7,1,0,0,40,0
21867,37,4,298444,6,14,2,13,2,0,0,40,0
21868,24,9,200679,3,9,1,12,2,0,0,50,0
21869,37,9,383352,5,10,3,11,1,0,0,38,0
21870,58,9,195878,3,9,2,14,2,0,0,24,0
21871,37,9,94334,2,4,1,9,1,0,0,25,0
21872,40,9,198270,5,10,3,7,1,0,0,40,0
21873,57,9,266189,3,9,3,11,1,0,0,42,0
21874,27,9,238267,5,10,1,7,1,0,0,10,0
21875,32,9,219553,3,7,2,8,2,0,0,60,0
21876,26,4,31143,3,9,2,14,2,0,0,45,0
21877,41,9,294270,2,5,2,5,2,0,0,35,0
21878,43,9,191765,3,9,3,10,1,0,0,35,0
21879,40,9,239708,3,7,2,5,2,0,0,55,0
21880,25,9,191271,3,9,1,11,1,0,0,40,0
21881,47,4,117310,3,9,1,7,1,0,26264000,48,0
21882,48,9,129974,5,13,3,14,1,0,0,40,0
21883,21,1,214238,3,9,2,1,1,0,0,40,0
21884,42,7,190044,5,13,2,14,2,210336000,0,50,1
21885,46,9,205100,5,11,2,14,2,0,0,48,1
21886,44,9,62258,3,7,1,7,1,0,0,40,0
21887,45,4,116789,3,9,2,8,2,0,0,60,0
21888,70,9,236055,2,4,3,7,1,0,0,35,0
21889,45,9,272442,6,14,2,13,2,0,0,50,1
21890,62,5,123749,5,10,2,8,2,0,0,90,0
21891,24,4,81145,5,10,1,7,1,0,0,75,0
21892,42,9,280410,3,9,2,7,2,0,0,40,0
21893,30,9,115963,2,4,1,9,2,0,0,42,0
21894,45,9,82797,5,13,2,14,2,0,0,45,1
21895,35,9,105821,3,9,2,14,2,72492000,0,40,1
21896,55,6,286967,3,6,2,8,2,0,0,45,0
21897,37,9,162164,3,9,2,8,2,0,0,40,0
21898,35,9,225172,3,9,2,14,2,0,0,60,1
21899,23,7,110128,5,10,1,7,2,0,0,40,0
21900,50,9,155433,5,13,3,14,1,0,0,50,0
21901,29,9,87632,3,7,2,9,2,0,0,40,0
21902,21,7,140764,5,10,1,11,1,0,0,12,0
21903,42,9,167534,3,9,2,3,2,70182000,0,35,0
21904,30,9,219318,3,9,1,9,1,0,0,35,0
21905,35,9,174503,3,9,3,8,1,0,0,40,0
21906,48,5,193188,5,13,2,14,2,0,0,40,1
21907,58,4,203039,2,5,3,8,2,0,0,40,0
21908,46,1,81136,5,11,3,1,2,0,0,30,0
21909,18,3,162908,3,7,1,1,2,0,0,35,0
21910,41,9,187881,5,10,2,6,2,55188000,0,40,0
21911,42,9,256813,5,10,1,14,2,0,0,40,1
21912,44,9,216116,3,9,3,11,1,0,0,40,0
21913,59,6,222081,5,13,1,13,1,0,0,35,0
21914,63,9,130968,2,5,3,5,2,0,0,50,0
21915,30,9,160634,5,11,1,8,2,0,0,40,1
21916,18,9,162840,3,8,1,6,1,0,0,20,0
21917,38,9,183585,3,9,1,13,1,0,0,40,0
21918,45,6,255559,3,9,1,11,1,0,0,40,0
21919,27,9,111900,5,10,1,13,2,0,0,40,0
21920,74,5,231002,3,9,2,14,2,0,0,30,1
21921,46,9,405309,3,9,2,14,2,0,0,40,0
21922,72,1,28929,3,7,3,1,1,0,0,24,0
21923,25,9,385646,3,9,1,12,2,0,0,40,0
21924,38,9,253716,3,9,3,8,2,0,0,40,0
21925,37,9,201259,3,7,3,5,2,0,0,65,0
21926,21,9,346693,2,4,1,12,2,0,0,40,0
21927,39,9,196308,5,10,2,7,1,0,0,24,0
21928,31,9,315128,5,10,1,11,1,0,0,52,0
21929,26,9,191765,5,13,1,13,2,0,0,40,0
21930,61,9,128230,2,4,2,6,2,0,0,50,1
21931,36,4,147258,5,11,2,12,2,0,0,60,1
21932,42,9,121055,5,13,2,6,2,0,0,60,0
21933,33,9,188246,5,13,2,14,2,0,0,65,1
21934,34,9,62124,3,9,3,7,2,0,0,40,0
21935,28,9,153885,5,10,2,5,1,0,0,45,0
21936,20,9,247794,3,9,1,6,1,0,0,84,0
21937,28,6,336951,4,12,2,4,2,0,0,40,1
21938,38,9,607848,5,13,2,6,2,0,0,40,1
21939,28,9,241895,3,9,2,6,2,0,22792000,40,0
21940,25,9,238964,5,10,2,8,2,0,0,60,1
21941,42,9,194636,5,13,2,14,2,0,0,40,0
21942,40,9,439919,2,5,2,9,2,0,0,40,0
21943,46,9,128460,3,6,2,3,2,0,0,40,0
21944,29,9,280344,5,13,2,6,2,0,0,40,1
21945,33,9,155343,3,9,1,9,2,0,0,40,0
21946,33,9,159123,5,10,2,11,2,0,0,40,1
21947,54,5,125417,2,4,2,9,2,0,0,40,1
21948,45,9,175262,2,5,2,3,2,0,0,40,0
21949,35,9,491000,5,11,3,13,2,0,0,40,0
21950,46,9,173613,3,9,3,11,1,0,0,40,0
21951,61,1,108398,3,7,3,1,1,0,0,9,0
21952,60,9,203985,5,10,2,7,2,0,0,40,1
21953,35,9,82622,3,9,3,14,2,0,0,50,0
21954,35,9,151835,3,9,2,9,2,0,0,45,1
21955,30,1,156890,3,6,3,1,2,0,0,40,0
21956,29,9,149943,5,10,1,7,2,0,22260000,40,0
21957,31,6,357954,4,12,1,10,2,0,0,20,0
21958,20,1,117789,5,10,1,1,1,0,0,40,0
21959,56,7,175057,5,13,2,14,2,0,0,40,0
21960,18,9,67019,3,9,1,7,1,0,0,30,0
21961,48,9,141511,6,14,2,14,2,0,0,40,1
21962,25,9,313930,3,7,1,8,2,0,0,40,0
21963,54,9,77336,3,9,2,6,2,0,0,40,0
21964,30,9,169104,4,12,1,7,2,0,0,40,0
21965,51,9,207246,5,10,2,11,1,0,26628000,40,1
21966,33,9,224141,3,9,2,7,2,0,0,40,0
21967,32,1,30499,5,13,3,1,1,0,0,32,0
21968,23,9,200967,3,7,1,7,1,0,0,24,0
21969,47,9,411047,5,10,3,11,1,0,0,37,0
21970,17,9,184198,3,7,1,6,1,0,0,13,0
21971,38,5,314007,3,9,2,6,2,0,0,78,0
21972,57,1,274900,2,4,2,1,2,0,0,45,0
21973,48,5,287647,7,16,2,13,2,107632000,0,55,1
21974,45,9,192053,3,9,2,14,2,0,0,60,1
21975,20,9,257470,5,10,1,6,1,0,0,20,0
21976,70,9,227515,3,6,3,5,1,0,0,40,0
21977,23,1,114357,5,10,1,1,2,0,0,40,0
21978,21,9,197050,5,10,1,7,1,0,0,35,0
21979,46,8,55237,5,10,3,9,2,0,0,40,0
21980,53,4,302847,3,9,2,6,2,0,0,35,0
21981,44,9,43711,4,12,2,6,2,107632000,0,40,1
21982,30,9,509364,5,10,2,11,2,0,0,40,1
21983,32,9,118161,3,9,2,4,2,0,0,40,0
21984,41,9,252986,5,10,2,8,2,0,0,48,1
21985,90,1,39824,3,9,3,1,2,5614000,0,4,0
21986,43,4,118261,6,14,3,7,1,0,0,30,0
21987,28,6,180271,5,13,2,3,2,0,0,65,1
21988,34,9,114955,4,12,3,9,2,0,0,40,0
21989,41,4,196001,3,9,2,7,1,0,0,20,0
21990,25,9,153841,5,10,1,11,1,0,0,40,0
21991,33,9,208881,4,12,2,9,2,102172000,0,60,1
21992,27,9,150296,3,9,1,7,1,0,0,32,0
21993,36,9,234271,5,10,1,8,1,0,0,40,0
21994,53,9,68898,5,10,2,10,2,0,0,40,0
21995,33,4,202729,5,13,2,8,2,0,0,40,1
21996,62,4,210064,5,10,3,13,2,0,0,20,0
21997,34,9,199227,3,9,3,5,2,0,0,50,0
21998,70,1,30772,2,4,2,1,2,0,0,40,0
21999,43,9,183674,3,8,2,6,1,0,0,25,0
22000,21,9,363192,5,11,1,7,1,0,0,40,0
22001,52,4,162381,3,9,3,6,2,0,0,40,0
22002,52,5,561489,6,14,3,14,1,0,0,50,0
22003,33,9,161035,3,7,2,8,2,0,0,49,0
22004,27,9,201872,5,10,2,6,2,0,0,50,0
22005,24,9,162312,3,9,1,6,2,0,0,40,0
22006,21,9,369643,3,9,1,11,1,0,0,35,0
22007,45,9,184277,5,11,3,11,1,0,0,55,1
22008,26,9,250261,1,2,1,3,2,0,0,55,0
22009,32,4,210926,3,7,3,3,1,0,0,40,0
22010,24,9,146706,5,10,1,7,1,0,0,30,0
22011,33,9,280923,2,4,2,3,2,0,0,40,0
22012,41,9,408229,5,10,1,11,2,0,0,15,0
22013,37,5,188774,3,7,2,6,2,0,0,60,0
22014,24,9,153078,5,13,1,10,2,0,0,40,0
22015,45,7,72896,5,11,2,13,2,0,0,40,1
22016,74,9,161387,3,9,3,3,1,0,0,16,0
22017,41,9,174373,3,9,2,6,2,0,0,30,1
22018,46,8,195023,5,10,3,11,1,0,0,40,0
22019,46,4,366089,4,15,2,13,2,210336000,0,40,1
22020,65,9,88145,1,2,2,3,2,0,0,40,0
22021,45,4,285570,3,9,2,5,2,0,0,80,0
22022,34,9,191834,3,9,2,5,2,0,0,40,0
22023,61,9,128831,3,9,2,9,2,0,0,40,0
22024,32,9,127895,3,9,1,9,1,0,0,40,0
22025,61,9,244933,3,9,3,6,1,0,0,38,0
22026,34,9,203463,5,10,3,6,1,0,0,40,0
22027,38,9,187346,3,9,1,6,1,0,0,40,0
22028,18,9,447882,5,10,1,11,1,0,0,20,0
22029,47,9,228583,5,10,2,8,2,0,0,40,0
22030,24,9,267706,5,10,1,8,1,0,0,45,0
22031,64,4,352712,5,11,2,12,2,0,0,55,0
22032,36,9,107737,3,7,2,8,2,0,0,40,0
22033,63,9,149756,4,12,3,14,2,0,0,40,1
22034,25,1,257006,3,7,3,1,1,0,0,40,0
22035,24,9,126613,5,13,1,13,1,0,0,8,0
22036,33,9,227282,3,9,2,5,2,0,0,60,0
22037,30,9,208043,5,13,2,6,2,0,0,55,1
22038,34,1,165295,2,4,3,1,1,0,0,40,0
22039,42,4,210013,5,10,2,8,2,0,0,45,0
22040,47,9,347088,1,3,3,7,1,0,0,40,0
22041,47,9,165484,5,10,2,8,2,0,0,43,1
22042,42,9,262425,5,10,2,13,2,0,0,50,0
22043,20,9,330836,3,7,1,8,2,0,0,40,0
22044,61,9,219701,3,8,3,4,2,0,0,37,0
22045,56,9,143266,5,10,2,14,2,0,0,40,1
22046,37,9,446390,5,10,2,9,1,0,0,40,1
22047,30,9,201624,5,13,1,13,2,0,0,45,0
22048,22,1,263970,5,10,1,1,1,0,0,28,0
22049,42,9,191765,3,9,1,11,1,0,32746000,40,0
22050,31,9,117659,3,7,2,5,2,0,0,40,1
22051,24,9,49218,3,9,3,9,2,0,0,40,0
22052,37,6,484475,5,13,1,7,2,0,0,60,0
22053,45,9,260490,6,14,2,14,2,0,0,50,1
22054,51,9,191659,5,10,2,14,2,0,26418000,65,1
22055,58,9,275859,3,9,3,8,2,120596000,0,52,1
22056,36,9,99233,5,10,2,13,2,0,26418000,40,1
22057,54,8,160636,3,9,1,11,1,0,0,40,0
22058,36,9,349534,4,12,2,13,1,0,0,31,1
22059,20,9,165201,5,10,1,11,1,0,0,4,0
22060,59,4,32855,2,4,2,12,2,0,0,70,0
22061,33,9,31481,5,13,2,7,1,0,0,24,0
22062,55,9,185436,5,10,2,14,2,0,0,70,1
22063,53,9,242606,3,9,2,5,2,0,0,40,0
22064,44,9,286750,5,13,2,14,2,0,0,50,1
22065,51,9,166934,3,9,2,9,2,0,0,40,1
22066,73,1,90557,3,7,2,1,2,0,0,8,0
22067,42,9,252392,3,9,2,5,2,0,0,40,0
22068,18,9,185522,3,9,1,6,1,0,0,33,0
22069,56,9,146391,3,9,1,6,2,0,0,40,0
22070,18,9,332125,3,9,1,9,2,30464000,0,25,0
22071,57,6,167457,2,4,3,14,1,0,0,40,0
22072,64,6,287277,2,5,2,7,2,0,0,40,0
22073,34,9,39609,5,11,3,11,1,0,0,40,0
22074,59,4,188003,5,13,3,13,1,0,0,50,1
22075,34,9,234386,4,12,3,8,2,0,0,50,0
22076,48,1,266337,3,9,2,1,2,0,0,40,0
22077,43,7,33331,4,15,2,13,2,0,27678000,70,1
22078,30,5,127651,5,13,2,14,2,210336000,0,65,1
22079,32,9,462255,5,13,3,14,1,0,0,40,0
22080,46,9,58683,5,13,2,14,2,210336000,0,55,1
22081,46,9,162030,3,9,3,11,1,0,0,43,0
22082,54,9,53833,5,13,2,6,2,0,0,50,0
22083,28,6,202558,5,10,1,14,1,0,0,40,0
22084,31,9,32289,3,9,1,10,1,0,0,40,0
22085,40,9,362482,5,11,2,6,2,0,0,50,0
22086,19,1,26620,5,10,1,1,1,0,0,40,0
22087,56,7,274111,6,14,3,13,2,0,23366000,40,0
22088,31,9,226756,3,9,1,11,2,0,0,40,0
22089,21,9,313702,5,10,1,6,2,0,0,40,0
22090,45,9,329144,5,10,2,6,2,0,0,40,1
22091,46,4,131091,5,13,2,6,2,0,26628000,40,1
22092,19,1,138153,5,10,1,1,1,0,0,20,0
22093,57,9,158077,5,13,2,6,1,0,0,40,0
22094,18,4,454950,5,10,1,11,1,0,0,40,0
22095,21,9,143604,3,9,1,11,1,0,0,40,0
22096,38,9,207202,3,9,2,9,2,0,0,48,1
22097,49,9,182211,2,5,2,3,2,0,0,45,0
22098,65,4,37092,5,11,2,12,2,0,0,25,0
22099,22,9,227943,5,10,1,4,2,0,0,40,0
22100,17,9,74706,3,7,1,2,2,0,0,20,0
22101,25,9,207965,5,13,1,7,1,0,0,60,0
22102,40,9,187702,5,10,1,14,2,0,0,50,1
22103,52,9,270142,5,11,3,14,1,0,0,60,0
22104,33,9,110978,5,10,3,8,1,0,0,40,0
22105,62,9,210464,3,9,1,7,1,0,0,38,0
22106,53,9,188644,1,1,2,7,2,0,0,40,0
22107,19,1,541282,5,10,1,1,2,0,0,40,0
22108,51,9,237735,3,9,2,3,2,43442000,0,40,1
22109,29,9,164711,5,10,1,3,2,0,0,40,0
22110,32,8,402361,3,9,1,11,2,0,0,40,0
22111,59,9,279232,3,6,2,5,2,0,0,40,0
22112,50,9,410186,3,9,2,8,2,0,0,40,0
22113,17,9,221129,2,5,2,7,2,0,0,40,0
22114,53,9,304353,5,10,2,8,2,0,0,36,1
22115,55,4,308746,4,15,3,13,2,0,0,55,1
22116,25,1,122745,3,9,1,1,2,0,22428000,40,0
22117,41,9,197033,5,10,2,7,2,0,0,35,0
22118,55,9,129173,3,9,1,3,2,0,0,40,0
22119,24,9,446647,5,13,1,11,2,0,0,15,0
22120,36,9,187983,5,13,2,13,1,0,0,40,0
22121,45,5,145697,5,10,2,6,2,0,0,30,0
22122,38,9,89202,3,9,3,8,2,0,0,40,0
22123,26,9,328663,3,9,2,5,2,0,0,40,0
22124,46,9,430278,6,14,1,13,2,0,0,40,0
22125,25,7,194954,5,10,2,7,1,0,0,15,0
22126,40,9,70539,5,10,2,6,2,61404000,0,50,0
22127,53,9,89400,5,10,3,14,1,0,0,40,0
22128,32,6,267859,5,10,2,4,2,0,0,50,0
22129,40,9,142886,5,13,3,14,1,0,0,40,0
22130,23,1,234108,5,13,1,1,2,0,0,35,0
22131,38,9,180342,5,13,2,11,2,0,0,40,0
22132,28,9,138692,5,13,2,13,2,0,26418000,40,1
22133,45,9,187969,5,11,1,6,1,0,0,38,0
22134,41,6,135056,6,14,1,13,1,120596000,0,50,1
22135,62,9,177028,3,9,2,4,2,0,0,40,0
22136,53,9,283320,5,13,3,10,1,0,0,40,0
22137,38,9,278557,5,13,2,6,2,0,0,50,1
22138,31,9,159737,3,9,1,6,1,0,0,58,0
22139,25,9,213383,5,10,1,10,2,0,0,40,0
22140,21,1,300812,5,10,1,1,2,0,0,30,0
22141,46,4,188273,3,9,2,12,2,210336000,0,50,1
22142,43,9,167265,5,13,2,8,2,0,0,84,1
22143,40,9,91836,3,9,3,8,2,0,0,45,0
22144,18,9,205218,3,7,1,6,1,0,0,20,0
22145,42,5,1097453,5,13,2,6,2,0,0,60,1
22146,39,6,357173,4,12,3,13,2,0,0,59,0
22147,34,9,99872,6,14,2,14,2,43442000,0,40,1
22148,21,6,185279,3,9,1,11,2,0,0,20,0
22149,50,9,144084,5,13,3,11,1,0,0,40,0
22150,50,9,201984,3,9,3,9,2,0,0,40,0
22151,35,9,222868,3,9,2,11,2,0,0,40,0
22152,21,9,185357,3,9,1,11,2,0,0,50,0
22153,41,7,170924,6,14,2,13,2,0,0,40,0
22154,28,9,175987,3,9,1,14,1,0,0,40,0
22155,33,7,119628,7,16,2,13,2,0,0,50,0
22156,43,9,180985,5,10,2,5,2,0,0,60,1
22157,22,9,305781,3,9,1,6,2,0,0,45,0
22158,35,9,182203,5,10,3,9,1,0,0,40,0
22159,33,9,181388,3,9,3,7,1,0,0,40,0
22160,52,9,253784,3,7,3,7,1,0,0,20,0
22161,30,6,101345,3,9,3,7,1,0,0,26,0
22162,18,9,279593,3,7,1,13,1,0,0,2,0
22163,36,6,174640,5,11,1,4,1,0,0,60,1
22164,30,9,78980,5,11,2,9,2,0,0,40,1
22165,40,9,342164,3,9,3,11,1,0,0,37,0
22166,38,9,450924,3,8,2,7,2,55188000,0,40,0
22167,68,4,261897,3,6,3,12,2,0,0,20,0
22168,51,9,177705,5,13,3,6,2,0,0,50,1
22169,44,9,157236,5,10,2,3,2,0,0,40,0
22170,47,6,169324,6,14,2,13,1,61404000,0,35,1
22171,35,9,285020,3,9,1,8,2,0,0,40,0
22172,42,7,333530,5,10,2,14,1,0,0,40,1
22173,44,9,222703,2,4,2,9,2,0,0,40,0
22174,23,9,384651,5,10,2,3,2,0,0,40,0
22175,56,1,425497,4,12,2,1,2,0,0,20,0
22176,52,4,182187,3,9,2,5,2,0,0,40,1
22177,29,9,221233,4,12,3,14,1,0,0,37,0
22178,48,8,167749,3,9,2,11,1,0,0,40,1
22179,22,9,39615,5,10,1,13,2,0,0,45,0
22180,45,6,234195,3,9,3,11,1,0,0,35,0
22181,30,9,63910,3,9,2,6,1,0,0,40,0
22182,50,4,114117,3,9,2,14,2,0,0,32,0
22183,25,9,34402,5,13,1,14,2,0,22260000,60,0
22184,47,9,386136,3,9,2,5,2,0,0,35,0
22185,38,9,220237,5,11,2,8,2,0,0,40,1
22186,19,9,119529,5,10,1,7,1,0,0,15,0
22187,51,9,508891,3,9,3,9,2,0,0,40,0
22188,33,9,185177,3,9,1,9,2,0,0,40,0
22189,20,9,145917,5,10,1,11,1,0,0,15,0
22190,18,9,127388,3,8,1,7,1,0,0,25,0
22191,32,9,65278,3,9,2,11,2,36120000,0,40,0
22192,21,9,275395,5,10,1,8,2,0,0,40,0
22193,37,9,163199,5,10,3,10,1,0,0,40,0
22194,46,6,238162,4,12,2,4,2,0,26418000,50,1
22195,28,6,84657,5,13,3,13,1,0,0,40,0
22196,31,9,298871,7,16,2,13,2,0,0,40,0
22197,22,9,137510,5,10,1,11,2,0,0,40,0
22198,34,6,108247,5,10,2,14,2,0,0,45,1
22199,33,9,236396,5,13,2,6,2,0,26628000,55,1
22200,39,4,315640,5,13,1,6,2,0,0,60,0
22201,56,9,157786,5,13,2,14,2,0,26628000,55,1
22202,30,9,194827,5,10,2,8,2,0,24360000,40,0
22203,46,6,364548,6,14,2,13,2,0,27678000,42,1
22204,52,5,260938,5,10,2,14,2,0,0,60,1
22205,28,9,30014,5,10,1,11,1,0,0,40,0
22206,25,9,176981,3,9,1,11,1,0,0,40,0
22207,19,9,38619,3,7,1,9,2,0,0,10,0
22208,70,1,172652,6,14,2,1,2,0,0,8,0
22209,26,9,86872,3,9,2,5,2,0,0,40,1
22210,37,9,198097,3,9,2,8,2,0,0,60,0
22211,57,4,73309,3,9,3,8,2,0,0,55,1
22212,36,9,558344,3,9,1,7,2,0,0,48,0
22213,25,9,50053,3,9,1,7,2,0,0,40,0
22214,42,9,165916,5,13,3,11,1,0,0,45,0
22215,32,9,331539,5,13,2,14,2,0,0,50,1
22216,40,4,155106,2,5,2,8,2,0,0,40,1
22217,53,9,313243,5,10,3,8,2,0,34216000,45,1
22218,23,9,39551,4,12,1,6,1,0,0,12,0
22219,33,9,101345,3,9,2,14,1,0,0,42,1
22220,26,9,265781,5,13,1,14,2,0,0,60,0
22221,33,9,427812,2,5,2,3,2,0,0,40,0
22222,58,5,104333,3,9,3,6,2,0,0,50,0
22223,59,9,532969,3,9,2,7,2,0,0,40,0
22224,29,1,168479,5,13,1,1,2,0,0,40,0
22225,49,9,68505,2,5,3,7,2,0,0,37,0
22226,30,9,553405,3,9,2,8,2,0,0,40,1
22227,46,9,35969,5,13,2,14,2,0,0,51,0
22228,22,9,366139,5,10,2,10,1,0,0,40,0
22229,44,9,106900,5,13,2,13,2,0,0,60,0
22230,66,9,313255,5,10,2,6,2,0,0,24,0
22231,56,9,267652,5,13,2,8,2,0,0,40,0
22232,27,9,30237,3,9,2,6,1,0,0,45,0
22233,58,4,147653,3,6,2,8,1,0,27678000,35,1
22234,42,9,204450,3,9,2,3,2,0,0,40,0
22235,43,9,103759,3,9,2,5,2,0,0,40,0
22236,58,9,265579,3,9,3,11,1,0,0,40,0
22237,35,9,265954,5,13,1,3,2,0,0,40,0
22238,44,9,172307,5,13,2,14,2,107632000,0,50,1
22239,47,9,154117,3,9,3,8,1,0,0,40,0
22240,42,9,145711,6,14,2,13,2,0,26628000,50,1
22241,43,6,301638,3,8,2,5,2,0,22106000,40,0
22242,34,9,120959,5,10,3,11,1,0,0,40,0
22243,18,9,192583,5,10,1,6,1,0,0,30,0
22244,26,9,365289,3,9,3,9,2,0,0,40,0
22245,40,6,303212,5,13,2,13,2,0,0,40,1
22246,31,6,152109,5,10,2,11,2,0,0,30,0
22247,49,9,153536,5,10,3,13,2,197176000,0,44,1
22248,19,8,255921,5,10,1,3,2,0,0,20,0
22249,42,9,303155,4,12,3,11,2,0,0,40,0
22250,43,9,142682,3,9,2,5,2,0,0,30,0
22251,43,9,135606,6,14,3,14,1,0,0,50,1
22252,59,9,21792,3,9,3,7,1,0,0,10,0
22253,31,9,198513,5,10,2,11,1,0,0,40,0
22254,49,9,172246,3,7,2,5,2,0,0,40,0
22255,30,9,104052,3,9,1,9,2,0,24374000,42,0
22256,35,9,236910,5,13,2,14,2,0,0,60,0
22257,31,9,217962,5,10,1,4,2,0,0,40,0
22258,51,7,193720,3,9,2,8,2,0,0,56,1
22259,31,9,500002,1,2,2,12,2,0,0,45,0
22260,65,1,221881,3,7,2,1,2,0,0,40,0
22261,45,9,248993,3,9,2,12,2,0,0,40,0
22262,43,9,69333,3,9,2,9,2,0,0,48,0
22263,37,9,229647,3,9,3,9,1,0,0,42,0
22264,17,9,96282,3,6,1,7,2,0,0,14,0
22265,26,9,167761,5,13,2,13,2,0,0,50,1
22266,65,9,169047,3,9,1,9,2,0,0,10,0
22267,39,9,209397,3,9,3,11,1,0,0,40,0
22268,35,9,107160,3,8,3,7,1,0,0,30,0
22269,50,4,43705,5,13,3,14,2,0,0,50,0
22270,28,9,83879,3,9,2,9,2,0,0,40,0
22271,47,4,274800,5,13,2,13,2,0,0,60,0
22272,19,9,105460,5,10,1,7,2,0,0,20,0
22273,33,9,234537,3,9,2,8,2,0,0,40,0
22274,34,7,92531,3,9,3,8,2,0,0,40,0
22275,26,4,334267,5,10,1,12,2,0,0,40,0
22276,42,9,46091,5,13,3,14,1,0,0,40,0
22277,37,9,166115,3,6,2,5,2,0,0,50,1
22278,21,1,65481,5,10,1,1,1,0,0,30,0
22279,33,9,196385,6,14,2,13,2,0,0,37,1
22280,24,9,52262,3,9,1,9,2,0,0,40,0
22281,22,9,114357,5,10,1,11,2,0,0,55,0
22282,51,5,98642,3,9,3,14,2,197176000,0,40,1
22283,28,9,175262,5,10,2,3,2,0,0,40,0
22284,50,9,358740,3,9,3,11,1,0,0,40,0
22285,35,4,170174,3,9,2,8,2,102172000,0,60,1
22286,21,9,256504,3,9,1,7,1,0,0,40,0
22287,41,9,192602,5,10,2,8,2,0,0,40,1
22288,45,9,51664,5,10,2,6,2,0,0,40,0
22289,64,4,134960,5,13,2,14,2,210336000,0,35,1
22290,41,9,160893,4,12,1,11,1,0,0,45,0
22291,51,9,90363,5,10,2,11,2,210336000,0,40,1
22292,36,4,343721,7,16,1,13,2,0,0,30,1
22293,48,9,102585,6,14,3,14,1,0,0,40,0
22294,57,1,153788,5,13,2,1,1,1399986000,0,45,1
22295,52,9,245127,2,5,2,3,2,0,0,40,0
22296,32,9,420895,3,9,2,5,2,0,0,40,0
22297,51,6,136823,3,9,2,14,1,0,0,32,0
22298,31,7,161631,5,10,3,11,1,0,0,40,0
22299,52,9,221936,3,9,2,6,2,0,0,40,0
22300,43,4,144928,3,9,1,12,2,0,0,60,0
22301,20,1,259865,5,10,1,1,1,0,0,25,0
22302,57,9,102442,5,10,3,11,1,0,0,40,0
22303,44,9,198282,5,13,2,14,2,210336000,0,60,1
22304,39,9,108943,3,7,3,7,1,0,0,40,0
22305,43,9,287008,5,13,2,13,2,0,0,40,0
22306,44,7,87282,5,13,1,13,1,0,0,38,0
22307,44,9,60414,6,14,2,14,2,0,0,40,1
22308,42,4,69333,5,13,2,12,2,0,0,50,0
22309,29,7,409201,5,10,2,11,2,0,0,40,0
22310,19,9,144161,3,9,1,5,2,0,0,30,0
22311,24,9,316438,1,3,1,9,2,0,0,40,0
22312,32,9,30433,5,13,1,10,1,0,0,72,0
22313,20,9,157599,5,10,1,7,1,0,0,25,0
22314,46,9,146786,3,6,3,5,2,0,0,50,0
22315,40,9,229148,3,9,3,8,2,0,0,40,0
22316,43,9,71269,5,10,2,6,2,0,0,45,0
22317,30,9,108023,5,10,2,8,2,0,0,40,0
22318,24,9,216867,3,6,1,7,2,0,0,30,0
22319,30,9,171889,4,15,1,10,1,0,0,24,0
22320,65,4,139960,3,9,2,12,2,148470000,0,60,1
22321,58,4,200316,3,9,2,6,2,0,0,60,0
22322,25,9,130793,5,10,3,7,2,0,0,30,0
22323,78,9,163140,3,9,3,7,1,0,0,12,0
22324,56,9,179625,3,6,3,7,1,0,0,32,0
22325,38,9,191137,3,7,2,9,2,0,0,35,0
22326,23,9,209034,3,9,2,9,1,55188000,0,40,0
22327,30,9,110643,5,10,1,14,2,0,0,52,0
22328,60,9,76127,4,12,2,11,2,0,0,35,1
22329,51,9,196501,5,13,3,14,2,197176000,0,50,1
22330,43,9,186396,2,5,1,9,1,0,0,20,0
22331,51,9,84399,3,9,2,9,2,0,0,40,0
22332,42,9,112181,3,9,2,9,1,0,0,40,0
22333,37,9,403344,3,9,2,8,2,0,0,40,0
22334,44,4,172479,3,9,2,12,2,210336000,0,60,1
22335,28,9,195573,3,9,2,5,2,0,0,50,0
22336,75,1,35724,3,9,3,1,1,0,0,8,0
22337,25,9,135568,2,5,2,3,2,0,0,40,0
22338,36,6,241962,5,13,2,11,2,0,0,40,0
22339,47,4,102583,5,13,1,6,2,0,0,35,0
22340,43,9,161240,5,11,2,8,2,0,0,60,0
22341,50,9,132465,1,2,2,7,2,0,0,40,0
22342,63,1,222289,5,13,2,1,2,107632000,0,54,1
22343,30,9,115963,3,7,2,8,2,0,0,40,0
22344,47,9,215686,3,9,2,8,2,0,0,50,0
22345,32,9,123429,3,6,3,8,2,0,0,40,0
22346,45,9,174386,3,9,1,7,1,0,0,30,0
22347,33,9,110998,3,9,1,7,1,0,0,36,0
22348,44,4,296982,3,9,2,6,2,0,0,48,0
22349,44,9,402718,1,2,2,12,2,0,0,40,0
22350,50,9,156877,3,7,2,5,2,0,0,70,1
