id,Umur,Kelas Pekerja,Berat Akhir,Pendidikan,Jmlh Tahun Pendidikan,Status Perkawinan,Pekerjaan,Jenis Kelamin,Keuntungan Kapital,Kerugian Capital,Jam per Minggu
41153,24,9,167316,3,9,1,3,1,0,0,30
41154,41,6,137142,5,10,2,6,2,0,0,40
41155,26,9,156848,5,13,1,10,2,0,0,40
41156,17,9,78602,3,7,1,7,1,0,0,20
41157,28,9,309566,3,9,1,11,1,0,0,20
41158,46,9,241350,5,10,1,14,2,120596000,0,50
41159,23,9,133712,3,9,1,7,1,0,0,45
41160,68,8,422013,3,9,3,13,1,0,51562000,40
41161,31,9,73585,5,11,2,13,2,0,0,45
41162,53,9,77462,5,10,3,13,2,0,0,60
41163,54,9,286989,1,1,2,12,2,0,0,60
41164,62,9,26966,5,10,3,11,1,0,0,40
41165,21,9,132053,5,10,1,11,1,0,24094000,35
41166,27,9,199118,5,10,1,11,1,0,0,40
41167,18,1,151404,3,7,1,1,1,0,0,15
41168,39,4,113749,2,5,2,8,2,0,0,40
41169,55,9,354923,4,12,3,11,1,0,0,40
41170,41,9,92733,3,9,2,8,2,0,0,40
41171,35,9,255702,3,9,1,7,1,0,0,27
41172,28,9,242482,3,9,1,3,2,0,0,40
41173,62,5,134768,6,14,2,6,2,0,0,35
41174,32,5,144949,5,13,2,6,2,0,0,70
41175,30,1,201196,3,7,1,1,1,0,0,40
41176,60,4,220342,3,7,2,12,2,0,0,35
41177,32,9,130057,5,13,2,14,2,0,0,45
41178,34,9,92682,3,9,1,11,1,68110000,0,40
41179,65,1,91262,3,9,2,1,2,0,0,48
41180,47,9,70554,5,10,1,8,2,0,0,40
41181,49,4,105614,3,9,3,6,2,0,0,50
41182,53,6,139671,5,10,2,14,2,0,0,50
41183,27,9,207631,1,3,1,9,1,0,0,52
41184,40,6,180123,3,9,2,12,2,0,0,40
41185,26,9,129661,5,13,1,11,1,0,0,40
41186,79,1,144533,3,9,3,1,1,0,0,30
41187,50,1,199301,5,11,1,1,1,0,0,16
41188,34,9,27380,5,13,2,12,2,0,0,50
41189,43,9,111483,5,10,2,6,2,102172000,0,40
41190,56,4,140558,3,9,2,6,2,0,0,40
41191,55,5,189933,3,9,2,14,2,0,0,45
41192,54,6,31533,6,14,2,11,2,102172000,0,40
41193,46,9,133616,5,10,3,11,1,0,0,40
41194,21,9,185948,5,10,1,6,2,0,0,35
41195,34,9,362787,3,6,2,7,1,0,0,30
41196,33,9,290763,5,13,3,13,1,0,0,40
41197,51,9,104748,5,10,2,14,2,0,0,45
41198,44,7,154176,5,10,3,11,1,0,22260000,40
41199,23,9,348420,5,13,1,10,2,0,0,40
41200,34,9,176117,5,10,1,6,1,0,0,35
41201,31,9,120461,5,10,1,6,1,0,0,40
41202,19,9,187161,5,10,1,6,1,0,0,25
41203,22,9,198244,3,9,1,11,1,0,0,39
41204,34,9,69727,1,2,2,8,2,0,0,40
41205,55,4,183810,6,14,2,13,2,0,0,55
41206,42,9,378384,4,15,2,13,2,0,26628000,60
41207,18,9,188476,3,7,1,14,2,0,0,20
41208,29,6,220419,5,13,1,4,2,0,0,56
41209,59,9,187025,3,9,3,11,2,0,0,40
41210,55,9,381965,5,13,2,8,2,0,0,40
41211,30,7,352045,6,14,3,8,2,1399986000,0,40
41212,67,9,166187,3,9,3,14,2,0,0,38
41213,28,9,30912,4,12,1,9,2,0,0,40
41214,42,9,236021,3,9,2,8,2,0,0,40
41215,18,9,40822,3,7,1,3,2,0,0,15
41216,38,9,374524,5,10,1,5,2,0,0,40
41217,45,6,334039,5,10,2,14,2,0,0,40
41218,57,9,143030,3,9,3,7,1,0,0,30
41219,54,9,133403,2,5,2,9,2,0,26628000,35
41220,21,9,145917,5,10,1,11,1,0,0,20
41221,21,9,51262,3,9,1,7,2,0,0,35
41222,73,1,84053,3,9,3,1,1,0,0,15
41223,37,9,143582,5,11,1,11,1,57414000,0,35
41224,31,9,155781,5,13,2,6,2,0,0,40
41225,57,9,361324,3,6,2,8,2,0,0,40
41226,53,6,235567,3,9,3,11,1,0,0,40
41227,29,9,134890,5,11,2,12,2,0,0,40
41228,38,9,154568,6,14,2,14,2,0,0,40
41229,56,5,267763,3,9,2,14,2,0,0,40
41230,61,9,357437,3,9,2,7,2,0,0,40
41231,26,9,183224,5,10,1,11,1,0,0,35
41232,41,9,198196,6,14,2,14,2,0,0,45
41233,35,9,331831,5,13,2,6,2,0,0,40
41234,52,9,210736,3,9,2,8,2,102172000,0,50
41235,53,9,375134,5,10,2,6,2,0,0,60
41236,51,4,111939,3,9,2,5,2,0,0,35
41237,47,9,246891,5,13,2,6,2,210336000,0,45
41238,54,9,115602,3,9,2,7,1,0,0,40
41239,39,9,172718,5,10,3,6,1,0,0,40
41240,35,9,341943,5,10,1,14,1,0,0,50
41241,27,9,215014,3,9,2,8,2,0,0,40
41242,38,1,75024,2,4,3,1,1,0,0,40
41243,34,9,329587,3,6,3,7,1,0,0,35
41244,28,9,402771,5,11,1,14,1,0,0,23
41245,26,9,93169,4,12,2,11,1,0,0,40
41246,24,9,479296,2,5,1,6,2,0,0,48
41247,31,9,209276,3,9,2,7,2,0,0,40
41248,20,8,147352,3,9,1,7,1,0,0,40
41249,36,4,84294,5,13,2,12,2,0,0,72
41250,28,9,148084,3,9,1,3,1,0,0,40
41251,32,9,216361,5,10,2,4,2,0,0,16
41252,17,1,138507,3,6,1,1,2,0,0,20
41253,49,9,144514,3,9,2,6,2,0,26418000,45
41254,38,9,241153,6,14,2,14,2,0,0,48
41255,81,1,162882,3,9,3,1,1,0,0,35
41256,30,7,185590,5,13,1,14,1,0,0,40
41257,36,9,172538,6,14,1,13,2,0,0,40
41258,53,9,234721,3,7,2,3,2,0,0,40
41259,27,9,50818,6,14,1,10,2,0,0,55
41260,26,9,188569,5,10,1,11,1,0,0,25
41261,50,9,205803,6,14,2,6,2,210336000,0,40
41262,21,9,38772,5,10,1,6,2,0,0,20
41263,34,9,161444,3,9,2,13,2,0,0,39
41264,31,9,243678,5,13,1,14,1,0,0,40
41265,29,9,86613,1,2,1,7,2,0,0,20
41266,19,9,63434,5,10,1,9,1,0,0,35
41267,51,9,106819,2,4,1,3,2,0,0,19
41268,40,9,116632,3,9,3,6,2,0,0,60
41269,43,9,143583,3,6,2,3,2,0,0,40
41270,29,9,308136,5,10,2,8,2,0,0,40
41271,42,9,111895,5,10,2,8,2,0,26418000,40
41272,49,9,116338,3,9,3,13,1,0,9142000,60
41273,24,9,611029,3,6,2,3,2,0,0,40
41274,74,1,104661,5,10,3,1,1,0,0,12
41275,33,6,100734,3,9,3,10,1,0,0,55
41276,30,9,296453,3,9,1,8,2,0,0,35
41277,33,9,111363,5,13,2,14,2,0,0,40
41278,52,5,114758,5,13,2,6,2,210336000,0,50
41279,28,9,185061,3,7,1,3,2,0,0,40
41280,53,9,230936,5,13,2,6,2,0,0,40
41281,38,9,301743,3,9,3,7,1,0,0,35
41282,28,1,306693,5,10,2,1,1,0,0,20
41283,17,9,130806,3,6,1,3,2,0,0,24
41284,19,9,96866,5,10,1,7,1,0,0,30
41285,30,9,179112,5,13,1,13,2,0,0,40
41286,47,4,39986,5,13,2,6,2,0,0,40
41287,55,9,150507,5,10,2,11,2,0,0,40
41288,41,7,34895,5,13,1,10,1,0,0,43
41289,30,9,194901,3,9,1,6,2,0,0,40
41290,45,9,175925,3,9,2,8,2,0,0,40
41291,58,9,277203,3,9,2,5,2,0,0,38
41292,29,9,108574,6,14,1,13,1,0,0,40
41293,18,1,158826,3,8,1,1,1,0,0,15
41294,33,9,269705,3,9,2,3,2,0,0,40
41295,24,9,157894,5,10,1,3,2,0,0,40
41296,49,9,81973,5,10,2,8,2,0,0,40
41297,46,9,83082,4,12,1,13,1,0,0,33
41298,30,9,72887,3,9,2,8,2,47754000,0,40
41299,24,9,205839,5,10,1,3,2,0,0,40
41300,20,9,117767,5,10,1,5,2,0,0,40
41301,26,9,115717,5,10,2,11,2,0,28714000,40
41302,72,1,117017,3,9,2,1,2,0,0,8
41303,37,5,257295,5,10,2,14,2,0,0,75
41304,39,6,124685,4,12,2,11,2,0,0,50
41305,41,9,107306,3,9,1,14,2,30436000,0,40
41306,37,9,349116,3,9,1,6,2,0,0,44
41307,50,9,44116,3,9,3,8,1,0,0,40
41308,56,9,398067,3,9,3,11,1,0,0,40
41309,33,9,388741,5,10,1,11,1,0,0,38
41310,32,9,123157,5,13,2,10,2,0,0,30
41311,29,9,127892,5,13,2,6,2,0,0,45
41312,54,9,346014,5,10,2,8,1,0,0,40
41313,23,6,117618,5,13,1,13,2,0,0,24
41314,19,9,391403,5,10,1,11,2,0,0,30
41315,28,7,134813,5,13,1,13,2,0,0,65
41316,23,9,184400,3,6,1,5,2,0,0,30
41317,26,9,71009,5,13,1,13,1,0,0,40
41318,40,9,234397,5,13,2,4,2,0,0,40
41319,55,9,129762,3,9,3,11,1,0,0,40
41320,19,6,210308,5,10,1,11,1,0,24094000,30
41321,23,9,196508,5,10,1,3,1,0,0,40
41322,29,9,169815,4,12,2,6,2,0,0,50
41323,61,8,221943,5,10,2,11,2,131404000,0,40
41324,44,9,106982,5,13,1,11,1,0,0,70
41325,36,9,305319,6,14,2,14,2,0,0,50
41326,21,9,126613,3,9,1,6,1,0,0,40
41327,31,9,221167,5,13,3,7,1,0,0,30
41328,24,9,192812,6,14,1,13,1,0,0,40
41329,34,9,228386,3,9,2,8,1,0,0,70
41330,37,9,472517,5,11,3,7,1,0,0,4
41331,58,9,140363,3,9,3,9,2,46550000,0,30
41332,22,9,197387,5,10,1,3,2,0,0,24
41333,53,9,218630,3,9,2,9,2,0,0,40
41334,30,9,259425,3,6,1,9,2,0,0,50
41335,22,9,310152,5,10,1,5,2,0,0,40
41336,64,1,117349,3,9,2,1,2,0,0,24
41337,33,9,168030,3,9,3,7,1,0,0,32
41338,42,6,142049,5,10,3,10,1,0,0,32
41339,33,7,79440,6,14,1,13,2,0,0,30
41340,39,9,206888,5,10,3,11,1,0,0,40
41341,36,9,35945,3,9,2,14,2,0,0,50
41342,53,5,134854,5,11,2,14,2,0,0,40
41343,22,9,195179,5,10,1,6,2,0,0,24
41344,33,7,108116,3,9,2,10,2,0,0,40
41345,55,4,95149,5,10,2,5,2,0,0,99
41346,40,9,103614,3,6,3,8,2,0,0,40
41347,33,9,618191,3,9,1,14,1,0,0,40
41348,42,9,251239,5,10,2,14,2,0,0,40
41349,17,9,95799,3,7,1,6,1,0,0,18
41350,18,9,192409,3,8,1,7,1,0,0,25
41351,30,9,94413,5,10,3,5,2,0,0,30
41352,23,9,211049,5,10,1,10,1,57414000,0,40
41353,51,9,108435,5,13,2,7,2,0,0,40
41354,24,9,258298,5,11,1,10,2,0,0,45
41355,36,9,154410,5,13,2,13,2,0,0,40
41356,24,9,38455,5,10,1,8,2,0,0,40
41357,43,9,270522,3,9,3,7,1,0,0,26
41358,76,1,197988,1,3,2,1,2,0,0,8
41359,49,9,120629,5,10,3,6,1,0,0,30
41360,17,9,140027,3,7,1,7,1,0,0,25
41361,61,9,132529,3,6,2,8,2,0,0,40
41362,26,9,211695,3,9,2,11,2,0,0,40
41363,29,9,40295,3,9,2,13,2,0,0,40
41364,19,9,45766,5,10,1,3,2,0,0,45
41365,37,8,33487,5,10,3,10,1,0,0,20
41366,33,9,156192,6,14,2,13,2,0,0,45
41367,22,9,138542,5,10,2,3,2,0,0,35
41368,44,9,172160,3,7,3,9,1,0,0,40
41369,52,5,254211,6,14,2,13,2,210336000,0,60
41370,30,9,215808,3,9,3,3,2,0,0,60
41371,46,9,465974,3,7,1,5,2,0,0,30
41372,37,9,19899,3,9,2,8,2,210336000,0,45
41373,40,9,148316,3,9,2,8,2,0,0,40
41374,22,9,223019,3,9,1,11,1,0,0,20
41375,40,9,277256,5,13,3,14,2,0,35826000,55
41376,20,9,165804,5,10,1,11,1,0,0,40
41377,24,9,308673,3,9,1,3,2,0,0,30
41378,35,9,142282,5,10,3,7,1,0,0,25
41379,49,9,246183,3,9,2,6,2,0,0,40
41380,33,5,96245,3,9,2,6,2,0,0,99
41381,19,9,292590,3,9,2,6,1,0,0,25
41382,35,4,216129,3,8,1,7,1,0,0,40
41383,81,9,164416,4,15,2,6,2,0,0,45
41384,23,9,220874,5,13,1,6,2,0,0,40
41385,26,9,362617,5,10,1,6,1,0,0,40
41386,47,9,209320,3,9,3,7,1,0,0,40
41387,40,6,39581,4,15,3,13,1,0,0,40
41388,52,9,157413,1,2,3,12,2,0,0,40
41389,49,6,116163,5,13,3,13,1,0,0,50
41390,44,9,172837,3,9,2,11,2,0,0,52
41391,43,9,178780,5,10,2,14,2,0,0,49
41392,37,9,103986,5,13,2,13,2,107632000,0,39
41393,35,9,306156,3,9,2,9,2,0,0,45
41394,23,9,168009,3,6,2,9,1,0,0,40
41395,72,9,174032,5,10,2,4,2,0,0,40
41396,38,9,108726,3,9,2,14,2,0,0,40
41397,59,4,75804,3,9,2,12,2,0,0,65
41398,55,9,208311,6,14,2,10,2,0,27678000,20
41399,25,9,208591,5,13,1,13,2,0,0,40
41400,40,9,79372,3,9,3,6,1,0,0,40
41401,50,9,306790,5,10,2,8,2,0,0,40
41402,55,4,59469,2,5,2,12,2,0,0,25
41403,51,9,93690,3,9,2,14,2,0,0,40
41404,19,9,68552,3,9,1,3,2,0,0,30
41405,50,9,178530,4,15,2,13,2,0,0,60
41406,42,4,120539,5,13,2,6,2,0,0,50
41407,38,9,166416,3,9,2,9,2,0,0,40
41408,22,9,110200,5,13,1,13,2,0,0,40
41409,33,9,857532,3,8,1,4,2,0,0,40
41410,42,9,806552,5,10,2,14,2,0,0,50
41411,22,9,254293,3,8,1,3,2,0,0,40
41412,47,4,173938,4,15,1,13,2,0,31612000,20
41413,33,9,91666,3,9,2,9,2,0,0,40
41414,23,9,386019,2,5,1,12,2,0,0,70
41415,30,9,179747,3,9,2,8,2,0,0,45
41416,43,9,153132,5,10,2,8,2,0,0,40
41417,40,4,125206,4,15,2,13,2,0,0,40
41418,35,7,43712,5,11,2,10,2,0,0,45
41419,42,5,348886,5,13,2,14,2,0,0,45
41420,59,9,131916,3,9,2,9,1,0,0,40
41421,57,5,208018,3,9,2,8,2,0,0,40
41422,19,9,111232,3,9,1,6,2,0,0,40
41423,36,9,37778,3,9,2,14,2,0,0,48
41424,23,9,257509,5,10,1,6,2,0,0,25
41425,36,9,224541,2,4,2,3,2,0,0,40
41426,31,9,230246,5,13,1,6,2,0,0,40
41427,53,9,308764,3,9,3,11,1,0,0,45
41428,36,4,295127,3,9,2,12,2,0,0,84
41429,46,5,292569,5,13,2,10,2,102172000,0,65
41430,57,4,181031,3,9,2,12,2,0,0,60
41431,35,9,376455,5,10,2,14,2,210336000,0,60
41432,39,9,58972,4,12,3,14,2,21084000,0,40
41433,39,5,122742,4,12,2,14,2,210336000,0,55
41434,35,9,45607,5,10,1,7,2,0,0,40
41435,71,9,29770,5,10,3,7,1,0,0,28
41436,30,9,169269,3,7,1,3,2,0,24094000,38
41437,39,9,177154,5,13,2,6,2,210336000,0,50
41438,44,9,48087,5,13,2,14,2,0,0,40
41439,46,9,102569,6,14,2,14,2,210336000,0,65
41440,53,9,114758,6,14,2,14,2,210336000,0,65
41441,19,9,89734,5,10,1,7,2,0,0,42
41442,39,9,324420,1,2,2,8,2,0,0,45
41443,61,1,69285,3,9,2,1,2,0,0,37
41444,43,9,73333,4,15,1,12,1,0,0,32
41445,38,9,103474,5,13,1,10,1,0,0,45
41446,25,9,191782,3,7,1,9,1,0,0,40
41447,45,9,81400,1,2,2,7,1,0,0,25
41448,26,9,276309,5,10,1,3,1,0,0,20
41449,54,6,68015,6,14,2,13,2,0,0,45
41450,37,6,125550,5,13,2,13,1,107632000,0,40
41451,66,9,196674,5,13,2,6,2,0,0,15
41452,31,9,101562,5,10,3,7,1,0,0,35
41453,36,9,184112,4,15,2,13,1,210336000,0,45
41454,42,9,111589,5,11,2,14,2,0,0,40
41455,27,9,200802,5,11,3,11,1,0,0,40
41456,42,9,152676,2,4,3,8,2,0,0,40
41457,57,5,127728,4,15,2,13,2,210336000,0,60
41458,31,9,139000,3,9,3,6,1,0,0,25
41459,43,9,388725,4,12,2,6,2,0,0,40
41460,66,1,212759,5,13,2,1,2,94738000,0,20
41461,51,9,243361,5,10,3,11,1,0,0,45
41462,38,4,248694,5,10,2,8,2,0,0,36
41463,48,5,302612,6,14,2,7,2,0,0,40
41464,52,9,87205,3,9,3,7,1,0,0,38
41465,30,9,26543,5,13,3,7,2,0,0,40
41466,28,1,198393,3,9,1,1,1,0,0,40
41467,49,4,110457,5,10,2,8,2,0,0,50
41468,57,4,253914,1,2,2,6,2,0,0,35
41469,22,9,450695,3,9,1,7,2,0,0,30
41470,52,4,98642,3,9,2,8,2,0,0,50
41471,52,1,224793,5,13,3,1,1,0,0,8
41472,46,9,100067,3,7,2,7,1,0,0,35
41473,35,7,189794,3,9,2,7,1,0,0,40
41474,36,9,247600,4,12,3,14,1,0,0,40
41475,36,9,74791,5,13,2,6,2,0,0,60
41476,47,9,54260,3,7,1,3,2,0,0,40
41477,36,9,245521,2,4,2,12,2,0,0,35
41478,35,9,322171,5,10,2,7,1,0,0,40
41479,45,9,302677,5,10,1,14,1,0,18760000,50
41480,19,9,135066,5,10,1,11,1,0,0,20
41481,51,9,302579,3,9,3,7,1,0,0,30
41482,26,9,86483,5,10,1,14,1,0,0,40
41483,46,9,394860,3,9,2,7,2,0,0,40
41484,20,1,211601,5,11,1,1,1,0,0,15
41485,29,9,146949,5,11,2,13,2,0,0,43
41486,37,6,297449,3,9,2,4,2,0,0,40
41487,27,9,238859,5,11,1,8,2,0,0,40
41488,34,9,202498,3,8,2,7,2,0,0,40
41489,24,9,249956,5,13,1,11,1,0,0,40
41490,19,7,37332,3,9,1,11,1,0,0,20
41491,19,9,181546,5,10,1,11,1,0,0,40
41492,34,7,173730,6,14,2,14,2,0,0,38
41493,43,6,300099,5,13,3,11,1,0,0,34
41494,37,9,94208,1,2,3,7,1,0,0,35
41495,17,6,175587,3,7,1,4,2,0,0,30
41496,41,7,47170,5,13,2,13,1,0,0,48
41497,20,9,236601,5,10,1,6,2,0,0,20
41498,33,9,158438,5,10,2,8,2,0,0,50
41499,19,9,110998,5,10,1,11,1,0,0,40
41500,26,9,199143,3,9,2,3,2,0,0,50
41501,32,5,169152,5,11,3,14,1,147280000,0,80
41502,34,9,196164,3,9,1,7,1,0,0,35
41503,77,6,120408,5,10,2,4,2,0,0,20
41504,90,9,225063,3,9,2,8,2,0,0,40
41505,45,9,154237,3,9,3,3,1,0,0,40
41506,27,9,247711,3,9,2,11,1,0,0,40
41507,56,9,107165,3,9,2,3,2,0,0,18
41508,50,7,392668,7,16,2,13,2,0,0,40
41509,46,6,197042,5,10,2,14,1,0,0,50
41510,23,9,482082,3,8,1,9,2,0,0,21
41511,29,9,231601,3,7,2,8,2,0,0,60
41512,38,6,227154,5,13,2,8,2,0,0,40
41513,19,9,268524,5,10,1,6,1,0,0,15
41514,41,6,575442,5,10,3,8,2,0,0,40
41515,58,9,123436,5,13,2,14,2,107632000,0,50
41516,38,9,195025,3,9,3,7,1,0,0,32
41517,41,4,112362,3,9,2,12,2,0,0,38
41518,41,4,209344,3,9,2,6,1,0,0,40
41519,28,9,106935,5,13,2,6,2,0,0,50
41520,37,9,109472,2,5,3,7,1,0,0,40
41521,24,9,488541,5,10,1,7,1,0,0,35
41522,24,9,217602,3,9,2,12,2,0,0,60
41523,54,9,200098,5,13,3,6,1,0,0,60
41524,29,9,353352,5,11,1,8,2,0,0,40
41525,42,9,97688,3,9,3,6,2,0,0,47
41526,50,7,211112,3,9,1,11,1,0,0,37
41527,51,8,378126,3,9,3,11,1,0,27720000,40
41528,39,9,433592,3,9,2,5,2,0,0,45
41529,28,9,410450,5,13,3,7,1,0,0,48
41530,18,9,165316,3,9,1,5,2,0,0,30
41531,25,9,41526,5,13,1,8,2,0,0,30
41532,50,4,343748,5,10,2,8,2,0,0,35
41533,47,9,214702,3,9,3,7,1,0,0,37
41534,41,9,42563,5,13,2,10,1,0,0,25
41535,52,9,35598,3,9,3,5,2,0,0,40
41536,40,9,99604,6,14,2,13,1,210336000,0,24
41537,47,9,168262,5,10,2,14,2,0,0,60
41538,28,8,24153,3,6,2,7,1,0,0,40
41539,34,9,226629,3,9,1,2,1,0,0,40
41540,28,9,95725,5,11,1,3,2,0,0,45
41541,46,6,88564,5,10,2,3,2,0,0,40
41542,67,9,229709,3,9,3,6,1,0,0,40
41543,27,9,321896,3,9,1,7,2,0,0,40
41544,26,9,201481,5,13,1,14,1,0,0,40
41545,17,9,452406,3,7,1,6,1,0,0,15
41546,30,1,159008,5,13,2,1,1,0,0,35
41547,45,9,118291,5,10,1,8,1,0,0,80
41548,19,9,97261,3,9,1,12,2,0,0,40
41549,37,9,185744,3,9,2,7,1,0,0,20
41550,51,5,338836,5,10,2,14,2,0,0,40
41551,55,1,90290,3,9,3,1,2,0,0,40
41552,20,9,73679,3,9,1,5,1,0,0,35
41553,65,9,143554,5,10,3,11,1,0,0,38
41554,68,1,286869,2,4,3,1,1,0,23352000,40
41555,33,9,424719,5,13,3,14,1,0,0,40
41556,33,4,189265,5,10,1,7,1,0,0,5
41557,51,5,110327,3,7,2,8,2,0,0,60
41558,23,9,157145,3,9,3,9,2,0,0,40
41559,29,9,110134,5,10,3,9,2,0,0,40
41560,21,9,166517,3,9,1,8,2,0,0,40
41561,38,9,146091,7,16,2,14,1,1399986000,0,36
41562,39,9,191841,4,12,3,13,1,0,0,30
41563,19,9,208513,3,9,1,8,2,0,0,40
41564,59,9,24384,3,9,3,2,1,0,0,40
41565,28,9,166634,3,9,1,11,1,0,0,40
41566,33,9,22405,3,9,3,7,1,0,0,72
41567,28,9,269786,3,9,2,5,2,0,0,40
41568,33,6,147654,5,11,2,13,2,0,0,60
41569,55,9,266019,2,5,2,3,2,0,0,4
41570,43,1,174662,5,10,3,1,1,0,0,40
41571,47,9,171807,5,10,3,10,1,0,0,40
41572,35,9,98986,2,4,1,9,1,0,0,30
41573,25,9,227465,3,9,1,8,2,0,0,40
41574,28,9,37933,3,9,1,7,1,0,0,48
41575,31,7,301526,5,10,2,7,2,0,0,40
41576,26,7,234190,5,10,1,7,2,0,0,20
41577,41,9,208613,5,10,1,6,2,0,0,40
41578,51,4,199005,5,13,2,14,1,0,0,40
41579,29,9,176760,4,15,1,13,2,0,0,55
41580,30,9,226296,6,14,2,13,2,0,0,40
41581,31,9,86958,2,5,2,14,1,0,0,40
41582,35,9,186110,3,9,3,5,2,0,0,45
41583,26,9,135603,6,14,1,14,2,0,0,48
41584,28,6,50512,5,13,1,13,1,30828000,0,50
41585,52,9,298215,5,13,2,8,2,0,0,50
41586,26,9,82488,6,14,1,13,1,0,0,40
41587,32,4,241885,3,6,3,8,2,0,0,40
41588,63,9,298699,4,12,2,14,2,0,0,40
41589,30,9,205152,5,11,2,14,2,0,0,35
41590,43,9,174196,3,9,1,7,1,0,0,40
41591,60,6,113658,5,10,2,11,1,0,0,35
41592,40,9,149102,3,9,2,8,2,0,0,40
41593,39,9,150125,4,12,3,7,1,0,0,40
41594,45,9,98881,3,7,2,7,1,0,0,32
41595,20,9,273147,3,9,1,9,2,0,0,40
41596,51,9,202752,3,8,3,5,2,0,0,40
41597,32,4,189461,3,9,1,7,1,0,0,60
41598,35,9,350103,5,13,2,11,2,0,0,40
41599,45,9,327886,4,15,1,13,2,0,0,40
41600,51,6,201040,6,14,2,13,2,0,0,40
41601,41,4,233130,3,9,2,14,2,0,0,45
41602,28,9,34335,3,9,3,6,2,197176000,0,40
41603,38,9,348960,3,9,3,8,2,0,0,41
41604,40,4,213416,1,3,2,12,2,0,0,10
41605,36,7,437890,3,9,1,14,2,0,0,90
41606,33,9,221324,5,11,1,9,1,0,0,40
41607,29,9,250967,5,11,2,9,2,0,0,40
41608,26,9,269168,5,10,2,14,2,0,0,40
41609,62,4,97950,5,13,2,8,2,0,0,6
41610,17,9,89821,3,7,1,7,2,0,0,10
41611,39,9,192251,3,6,3,7,1,0,0,60
41612,66,9,304957,3,9,3,2,1,0,0,25
41613,33,9,82393,3,9,1,8,2,0,0,40
41614,38,9,127961,5,13,2,13,2,107632000,0,40
41615,29,9,202878,3,9,1,8,2,0,0,50
41616,53,4,169112,5,13,2,14,2,0,0,40
41617,30,9,75167,5,10,2,9,2,0,0,40
41618,54,9,103345,5,11,2,14,2,0,0,40
41619,23,9,864960,3,6,2,8,2,0,0,40
41620,39,4,174308,3,9,2,14,2,0,0,40
41621,17,9,156501,3,8,1,7,1,0,0,16
41622,24,9,229393,3,7,1,12,2,34482000,0,40
41623,42,9,153132,5,13,3,6,2,0,0,45
41624,45,9,162302,3,9,3,14,1,0,0,30
41625,36,9,447346,3,9,2,6,2,0,0,50
41626,43,9,105936,3,9,2,11,1,0,0,35
41627,35,9,297574,4,12,2,14,2,0,0,99
41628,74,5,162340,5,10,3,14,2,0,0,40
41629,32,9,42900,5,13,1,14,2,0,0,50
41630,23,9,82393,2,5,1,7,2,0,0,20
41631,42,9,186916,6,14,2,14,2,0,33810000,55
41632,49,9,125421,3,9,3,11,1,0,0,38
41633,30,9,179446,3,9,3,11,1,0,0,40
41634,62,9,123582,3,6,3,7,1,0,0,40
41635,35,9,182189,6,14,2,13,2,0,0,50
41636,42,6,69758,4,12,3,4,2,0,0,48
41637,33,9,198003,5,10,2,8,2,102172000,0,50
41638,30,9,159589,5,13,2,14,2,0,25872000,50
41639,27,9,169117,3,9,2,11,1,0,26418000,40
41640,34,1,267352,3,7,1,1,2,0,0,30
41641,46,9,171550,3,9,3,9,1,0,0,38
41642,20,9,745817,5,10,1,10,1,0,0,15
41643,47,9,181652,3,9,3,11,1,0,0,40
41644,36,4,288585,3,9,2,7,1,0,0,20
41645,30,8,68330,5,13,1,13,2,0,0,40
41646,36,9,341672,3,9,2,11,2,0,0,60
41647,38,1,212048,4,15,3,1,1,0,0,30
41648,35,9,170174,5,10,3,9,2,0,0,40
41649,37,9,76893,3,9,2,8,2,0,0,40
41650,20,9,283969,5,10,1,3,2,0,0,15
41651,28,9,150296,4,12,1,7,1,0,0,80
41652,25,9,247006,4,12,2,14,2,0,0,45
41653,30,9,328734,3,6,1,9,1,0,0,40
41654,54,9,229272,3,9,2,8,2,0,0,40
41655,36,6,223433,5,11,2,4,2,0,0,53
41656,18,1,209735,5,10,1,1,1,0,0,30
41657,33,9,236379,5,11,2,8,2,0,0,45
41658,34,4,195602,3,9,2,8,2,0,0,55
41659,64,8,353479,5,10,2,14,2,0,0,45
41660,26,9,257405,1,3,1,12,2,0,0,40
41661,41,4,111232,5,10,2,14,2,0,0,50
41662,36,9,49657,5,13,2,13,2,0,0,50
41663,49,9,43206,4,15,1,13,1,0,0,55
41664,20,9,138768,3,9,1,5,2,0,0,30
41665,30,9,77143,5,10,1,11,2,0,0,25
41666,44,6,189956,5,13,2,4,1,210336000,0,40
41667,59,5,145574,5,11,2,14,2,0,0,40
41668,35,9,341643,5,10,2,9,2,0,0,40
41669,59,9,47534,6,14,3,14,1,0,0,45
41670,25,9,106491,3,9,2,8,2,0,0,48
41671,26,9,391349,5,13,1,11,1,0,0,40
41672,42,9,106159,5,13,2,13,2,0,0,40
41673,36,6,224947,5,13,1,13,2,0,0,40
41674,31,6,128016,5,13,1,6,1,0,0,40
41675,29,9,209934,1,3,2,7,2,0,0,40
41676,45,9,240629,7,16,2,13,2,0,0,40
41677,32,9,106014,5,10,2,6,2,72492000,0,50
41678,20,9,186014,3,9,1,7,1,0,0,38
41679,51,7,194475,5,10,3,13,1,0,0,40
41680,36,9,207853,5,13,2,6,2,210336000,0,65
41681,37,6,270181,4,12,2,7,1,0,0,50
